segment,anomaly,train,channel,sampling,duration,len,mean,var,std,kurtosis,skew,n_peaks,smooth10_n_peaks,smooth20_n_peaks,diff_peaks,diff2_peaks,diff_var,diff2_var,gaps_squared,len_weighted,var_div_duration,var_div_len
125,1,1,CADC0872,1,172,173,7.562725064161851,462.9794950921422,21.516958314133117,-1.424832970269301,-0.08657990004098166,1,1,1,2,2,6.555814117509077,12.300614369268372,234,173,2.6917412505357103,2.676182052555735
126,1,1,CADC0872,1,187,188,5.918951968085106,527.8737627488754,22.975503536350956,-0.7192408572686353,-0.3122210302439408,1,1,1,15,23,1.3338099666014123,1.616498011296252,237,188,2.8228543462506703,2.8078391635578477
127,1,1,CADC0872,1,168,170,-7.725837017647058,626.5967225050617,25.031914079931276,-1.394625692674274,0.04121126203786642,2,2,2,2,2,59.26274572510487,166.50113383188116,230,170,3.729742395863463,3.6858630735591866
128,0,1,CADC0872,1,187,189,-1.7873968677248675,955.2887372362428,30.90774558644229,-1.4984840377640682,0.011683986901348408,1,1,1,54,63,1.336310354567177,0.8301171559844901,261,189,5.1084959210494265,5.0544377631547235
129,1,1,CADC0872,1,184,185,-3.1995925459459467,570.4154650107846,23.88337214487905,-0.9197936100898905,-0.004480809194383191,2,2,2,1,2,16.594510109712626,32.6022905456417,246,185,3.1000840489716555,3.083326837896133
130,0,1,CADC0872,1,183,183,8.497664262295082,729.7155659200727,27.013247970580522,-1.473038241964433,-0.053177867442986596,1,1,1,47,59,1.1153178833197375,0.7465269972040036,257,183,3.987516753661599,3.987516753661599
131,0,0,CADC0872,1,191,191,3.9081686230366484,615.1222066032485,24.80165733581626,-1.482970649845534,-0.039196930514112154,1,1,1,54,67,1.0289688888334731,1.066846816487566,217,191,3.2205351131060134,3.2205351131060134
132,1,0,CADC0872,1,176,177,-2.9017051186440685,331.8119588356973,18.21570637762086,-1.4613426820998086,0.08573650260020169,1,1,1,17,23,1.768842460955348,2.8725784457575934,176,177,1.885295220657371,1.8746438352299282
133,0,1,CADC0872,1,184,185,-2.679946854594595,269.02261510643484,16.40190888605454,-1.4514986195572852,-0.028112103337927467,1,1,1,53,63,0.6315581173775427,0.9139533813915388,184,185,1.4620794299262763,1.4541762978726207
134,1,1,CADC0872,1,178,179,-1.8588907351955308,189.71199550696278,13.77359776917283,-0.1270711579261512,-0.34172358428828964,2,2,2,1,1,34.92905438375689,69.74969863866062,178,179,1.0657977275672066,1.0598435503182277
135,0,1,CADC0872,1,175,176,2.254655454545455,132.21829161478354,11.498621291910762,-1.4683466904678575,-0.046962184418694555,1,1,1,55,56,0.46915592650422694,0.8324427381294943,175,176,0.7555330949416202,0.7512402932658155
136,1,1,CADC0872,1,188,189,2.9166292857142855,148.3587791278804,12.180261866145589,-1.5048907687574027,-0.015425484720583197,1,1,1,40,47,0.47144959638737116,0.7311259956967985,188,189,0.7891424421695766,0.7849670853327005
137,0,1,CADC0872,1,182,183,1.7306312109289619,162.94646171912083,12.765048441706785,-1.4864118800677986,0.013171721067093358,1,1,1,51,58,0.46696703173529946,0.7317833747166514,182,183,0.8953102292259386,0.8904178236017531
138,0,1,CADC0872,1,188,190,1.7198987842105262,375.2356580922958,19.371000441182584,-1.4959901456171656,-0.03080505691829833,1,1,1,57,67,0.662295934558401,0.752286885146121,262,190,1.995934351554765,1.9749245162752411
139,1,1,CADC0872,1,193,195,7.099345662051282,515.8319654250352,22.71193442719125,-1.296621580005969,-0.07004832027119251,2,1,1,1,2,55.801963398854994,164.7064783284447,257,195,2.67270448406754,2.645292130384796
140,0,1,CADC0872,1,187,189,2.3475870158730157,681.7550368199746,26.110439230698027,-1.3895988252309037,-0.10315641510349514,1,1,1,50,66,1.0005719994736748,0.7922688051383686,255,189,3.6457488599998644,3.607169506983993
141,1,1,CADC0872,1,188,189,-5.285984036507936,714.7917828834588,26.735590191418233,-1.2108317971295943,0.006799439855952289,3,3,1,2,5,23.485162729222456,45.99140120905013,252,189,3.80208395150776,3.781967105203486
142,0,0,CADC0872,1,201,202,-3.5120796534653462,960.5579001175123,30.992868536447418,-1.4924345316589196,0.0026231889746755896,1,1,1,56,69,1.183569773114418,0.7259779053997497,281,202,4.77889502546026,4.755237129294615
143,1,1,CADC0872,1,198,200,-3.7624928400000006,422.728621893927,20.560365315186573,0.02114392572654955,-0.4343601175481851,1,1,1,1,1,9.941079498515572,19.273788605341252,236,200,2.134993039868318,2.1136431094696353
144,0,1,CADC0872,1,205,207,7.768148739130435,721.9219050707173,26.86860444963075,-1.4117759282924864,-0.11260410112782922,1,1,1,53,67,0.9391332787495384,0.8671450061262049,287,207,3.5215702686376456,3.4875454351242383
145,0,1,CADC0872,1,212,213,6.1637278244131455,540.6971020033051,23.25289448656457,-1.101374076591704,-0.34532683784315993,1,1,1,55,71,0.6586540202517835,0.7171191124427435,266,213,2.5504580283174767,2.5384840469638736
146,1,1,CADC0872,1,196,197,0.19226841573604095,189.28624708554167,13.758133851854389,-0.6539800984488155,-0.4800756927215992,2,2,1,1,5,5.769793537903537,11.371263262769943,232,197,0.9657461585997025,0.9608438938352369
147,0,0,CADC0872,1,217,218,-0.25691426651376137,286.08843121257036,16.914148846825558,-1.433101406590903,-0.04008918255816568,1,1,1,67,78,0.49830985328689653,0.8396632802573829,279,218,1.318379867339034,1.3123322532686714
148,1,0,CADC0872,1,191,193,-4.559284135233161,89.31838685251097,9.450840536825863,-1.0864755103792187,-0.0802138211690207,1,1,1,20,23,0.8505806167758712,1.7097043972953103,229,193,0.46763553325921975,0.46278956918399466
149,0,1,CADC0872,1,203,204,1.5210467681372553,127.80850266076104,11.305242264576245,-1.472738422659563,-0.061897740407077656,1,1,1,58,66,0.4017285033752698,0.7718114081493558,225,204,0.6295985352746849,0.626512267944907
150,1,1,CADC0872,1,216,217,2.2653388986175114,136.22748220699785,11.67165293379639,-1.4890603769227577,0.001947959348752676,2,1,1,26,51,0.6692201249068054,1.3332062639864761,254,217,0.6306827879953604,0.627776415700451
151,1,1,CADC0872,1,211,212,3.1641788221698115,115.82833516843631,10.762357323952607,-1.3783019472212503,-0.04453658804534107,2,1,1,2,18,1.8263762969371111,3.6075638144174795,245,212,0.5489494557745797,0.5463600715492278
152,0,1,CADC0872,1,191,192,-2.8827177390625,100.48276671519308,10.024109272907648,-1.249816703731461,-0.15706749544711612,1,1,1,56,63,0.36283286195502956,0.7520203082007498,227,192,0.5260877838491784,0.5233477433082973
153,0,1,CADC0872,1,219,220,-0.178189909090909,323.0651116779376,17.974012119667037,-1.4724232629654321,0.03726018481155999,1,1,1,64,72,0.5752136210578942,0.8971635648849388,269,220,1.475183158346747,1.4684777803542617
154,0,1,CADC0872,1,204,205,3.0785376780487805,355.82166798765223,18.863235883263833,-1.3811505408216471,-0.1238730113175911,1,1,1,65,69,0.6306483446270362,0.9449766299076465,272,205,1.7442238626845699,1.7357154535983035
155,0,0,CADC0872,1,208,209,5.3377053732057425,539.283601874472,23.22248052802439,-1.3777008011508427,-0.05889430116192341,1,1,1,69,71,0.7636936924957077,0.8103915966244775,274,209,2.5927096243965,2.580304315188861
156,0,1,CADC0872,1,199,199,0.44061775879396964,719.4354450084975,26.822293805871592,-1.4440643173689032,-0.04606163372764097,1,1,1,52,74,1.0829901983728076,1.113044610282211,239,199,3.6152534925050124,3.6152534925050124
157,0,1,CADC0872,1,216,217,-3.8975903917050694,779.3099452656107,27.91612339250582,-1.495204826092493,0.018298668343469805,1,1,1,66,73,1.0935445317644565,1.2156780130940787,216,217,3.6079164132667163,3.5912900703484367
158,0,1,CADC0872,1,205,206,-7.2796496699029145,521.30737111929,22.832156514864952,-1.4054538536145937,-0.05401079576751249,1,1,1,56,65,0.8320981484636076,0.9900839158442408,205,206,2.542962785947756,2.53061830640432
159,0,1,CADC0872,1,233,234,3.8069060470085474,876.3908379121284,29.603899032258038,-1.434099566533988,-0.07159581900659842,1,1,1,63,74,1.072620575031692,1.1425007423043927,233,234,3.761334068292397,3.745259991077472
160,1,1,CADC0872,1,224,225,0.6156609288888891,551.4057331519369,23.48203000491944,-0.802509489673739,-0.5833269879792164,2,1,1,2,7,2.872093492536185,5.39083852488277,226,225,2.461632737285433,2.450692147341942
161,0,1,CADC0872,1,236,237,7.597927864978904,612.2274204437358,24.743229790060468,-0.8997267205414516,-0.46600227386902715,1,1,1,74,81,0.6455087343672059,0.8692005276339152,236,237,2.594183984931084,2.583238060944033
162,1,1,CADC0872,1,256,257,3.0451587159533084,631.6685222811882,25.13301657742636,-1.2361360700664437,-0.08656072060494237,1,1,1,1,5,2.5180054409932406,4.792814883077235,256,257,2.4674551651608914,2.457854172300343
163,1,1,CADC0872,1,209,210,-5.804209585714285,228.2839791436847,15.109069433412659,-1.009402508917129,-0.2659266425775473,2,2,2,2,2,34.101709244270936,99.68635947736347,209,210,1.0922678427927497,1.0870665673508795
164,0,1,CADC0872,1,236,237,-2.990639286919831,314.7665368487416,17.741661051004826,-1.458065315695133,0.004047994313286987,1,1,1,67,76,0.5392907317368544,0.8423955435268398,236,237,1.3337565120709391,1.3281288474630448
165,1,1,CADC0872,1,231,232,2.2651312456896546,461.1319473863721,21.473983034974488,-1.3689970630968344,0.009416841401543554,2,2,1,1,7,3.4149932295820022,6.3157222887211955,231,232,1.9962421964778012,1.9876377042516038
166,1,1,CADC0872,1,231,232,6.452190948275862,568.7374639473726,23.848217206897722,-1.4683520435058013,-0.03628927359794266,1,1,1,5,12,1.7728343702261138,3.0315992800161626,231,232,2.4620669434951195,2.4514545859800543
167,0,0,CADC0872,1,219,220,-0.6086074954545458,624.5819898345727,24.991638398363815,-1.219070520189475,-0.22706347552969486,1,1,1,55,67,0.8062227468040918,0.8678262705883653,219,220,2.85197255632225,2.8390090447026033
168,0,1,CADC0872,1,222,223,-7.3871984484304924,734.3261582869615,27.09845306077381,-1.474828414686741,-0.0003539082299747805,1,1,1,57,75,0.9813063849373223,1.0493729631789852,222,223,3.3077754877791055,3.2929424138428764
169,0,1,CADC0872,1,264,265,-3.578292388679245,916.6051643131991,30.275487845998438,-1.5047333240169407,0.02748871932380358,1,1,1,79,90,0.9442408807281892,1.2007915794327328,264,265,3.4719892587621177,3.458887412502638
170,1,1,CADC0872,1,220,221,-9.529907714932127,284.7326737856143,16.874023639476576,-0.7054197609054382,-0.6717362687782629,3,2,1,3,16,2.825806897474057,5.715622258434284,246,221,1.2942394262982468,1.288383139301422
171,0,1,CADC0872,1,312,313,5.1277680000000005,484.9830632923755,22.022331014049705,-1.3553814667095845,-0.08642884131453453,1,1,1,98,105,0.4459515359457428,0.8014538288796708,408,313,1.5544328951678703,1.5494666558861838
172,0,1,CADC0872,1,253,255,-3.4845312088627454,175.25812639142327,13.23850922088372,-0.5598356107346052,-0.9846450845881157,1,1,1,80,86,0.29998411059476726,0.7726466666449261,351,255,0.6927198671597757,0.6872867701624442
173,0,1,CADC0872,1,289,290,6.450108189655171,144.46052885709105,12.019173384933385,-0.6482444627710868,-0.6914390510597762,1,1,1,86,92,0.3533589109292029,0.8701874217827658,389,290,0.4998634216508341,0.4981397546796243
174,1,1,CADC0872,1,274,276,3.05826120192029,122.70443886641849,11.077203567074973,-1.148423196712418,-0.2313200103446754,2,2,1,4,19,1.1679150101048132,2.394958964827788,354,276,0.4478264192205054,0.4445813002406467
175,0,1,CADC0872,1,261,262,5.858064340839694,86.87656095722944,9.320759677045077,-1.4744492997948286,-0.011976711122582405,1,1,1,90,92,0.30903794043550303,0.7556492171155743,333,262,0.33286038680930824,0.3315899273176696
176,1,1,CADC0872,1,250,251,-2.945135719163347,126.77944047642418,11.259637670743414,-0.5860973573117443,-0.5827093352463713,1,1,1,47,60,0.39878092428253265,0.8807271221918808,322,251,0.5071177619056967,0.5050973724160326
177,0,1,CADC0872,1,285,286,-1.03234864125874,446.9133341182927,21.14032483473924,-1.4412015157941005,0.029737850336894224,1,1,1,91,100,0.5081391789614493,0.9083472135161427,391,286,1.5681169618185709,1.5626340353786459
178,0,1,CADC0872,1,251,253,-10.241679411067194,270.5020866953005,16.446947640680943,-1.4580857786530799,-0.0475477001232448,1,1,1,75,90,0.48247186213029986,0.9407023030110265,347,253,1.077697556554982,1.06917820828182
179,1,1,CADC0872,1,271,272,-5.743108445955882,541.6157780530191,23.272640117808272,-1.1543207035752325,0.18812306088469605,2,2,2,1,3,21.53502274057323,56.95634608330961,363,272,1.9985822068377088,1.9912344781360996
180,0,1,CADC0872,1,312,314,-6.2659872898089155,656.6076227491925,25.624356045551515,-1.511172645166707,0.042389930087155,1,1,1,87,105,0.5441088530779561,0.8395420535494065,426,314,2.104511611375617,2.091107078819084
181,0,1,CADC0872,1,275,276,-22.06591628985507,258.78766076117796,16.086878527581973,-1.4863839637580176,0.03148230573434359,1,1,1,87,93,0.4262516150652973,0.8867528233503714,381,276,0.9410460391315563,0.9376364520332535
182,1,0,CADC0872,1,436,438,11.864028664383559,802.8740718512358,28.335032589556622,-0.7456957262434587,-0.7366122331699375,2,2,2,1,2,6.628435717517675,13.215246612756358,604,438,1.8414542932367794,1.833045826144374
183,0,1,CADC0872,1,326,326,16.48363319631902,510.41354917347513,22.592333858490033,-0.5887700711331805,-0.8030564378316458,1,1,1,89,101,0.4102770381211229,0.8955850294504749,388,326,1.5656857336609666,1.5656857336609666
184,1,0,CADC0872,1,336,337,2.3911400483679532,371.99219782756853,19.287099259027226,-1.271877985968876,-0.15625580106793216,2,2,2,1,4,3.0151014473716238,6.079412987987352,336,337,1.107119636391573,1.103834414918601
185,0,1,CADC0872,1,328,329,6.432801428571429,181.0106665663588,13.45402046105025,-0.6693012066905557,-0.5799301018865811,1,1,1,91,105,0.27237375898865585,0.6066451516254313,328,329,0.5518617883120694,0.5501843968582334
186,0,1,CADC0872,1,308,309,12.264492864077669,400.1933147686211,20.004832285440962,-0.9893204216410907,-0.3639221840895109,1,1,1,89,105,0.42311696633478846,0.7711882641833485,308,309,1.2993289440539646,1.295123996014955
187,0,1,CADC0872,1,309,310,7.711808558064516,585.2471200081188,24.191881282945292,-1.4881939134096538,-0.07321295661745733,1,1,1,86,103,0.5208496801227831,0.7327327100234492,309,310,1.8940036246217438,1.8878939355100608
188,1,1,CADC0872,1,306,307,7.211528827361561,428.1396386441846,20.691535434669525,-1.1094116902123488,-0.21247699890124538,1,1,1,2,1,1.8698047814132488,3.6885134263616006,306,307,1.3991491458960281,1.394591656821448
189,0,0,CADC0872,1,330,331,7.201651991238671,484.3423872688507,22.007780153137904,-0.816055072169203,-0.5632270707893196,1,1,1,91,105,0.3839842064553466,0.7271704839113079,372,331,1.467704203845002,1.4632700521717543
190,1,0,CADC0872,1,460,461,4.138084288503253,401.2610751211787,20.03150206852144,-0.6325053763014936,-0.794795152994248,3,3,2,2,7,4.239989191808656,8.620588578177404,634,461,0.8723066850460406,0.8704144796554852
191,1,1,CADC0872,1,274,275,-5.346578342181818,89.61308728395817,9.46641892607538,-0.842751943833298,-0.8455014703426458,1,1,0,69,80,0.28994827111690286,0.7731650736658985,378,275,0.32705506308013926,0.32586577194166605
192,1,1,CADC0872,1,359,360,-1.3641331194444446,219.0718178611049,14.80107488870673,-1.4266204612055897,-0.030396861997854123,2,1,1,32,55,0.5907294644040083,1.2991242577090485,477,360,0.6102279049055847,0.608532827391958
193,1,1,CADC0872,1,360,362,-2.1317302320441986,179.53251780808566,13.39897450583759,-1.2788943826388504,0.08437391447120833,2,2,2,3,6,2.758649891376353,5.791622342779596,466,362,0.4987014383557935,0.4959461817902919
194,1,1,CADC0872,1,330,331,-2.522479438670694,113.17326368979182,10.638292329588985,-0.9351172021378429,-0.4471626870008669,1,1,1,2,2,2.1223228756721864,4.470099080759076,438,331,0.3429492839084601,0.3419131833528454
195,1,1,CADC0872,1,306,307,5.07453661237785,177.46441813181525,13.321577163827685,1.2731496252625174,1.4718480086714258,1,1,1,2,2,15.72203046339035,42.01539843437159,342,307,0.5799490788621413,0.5780599939147076
196,0,1,CADC0872,1,386,387,3.865033665116278,804.4136695012787,28.362187318704436,-1.4347893965041054,0.013637383551062341,1,1,1,123,132,0.4812199761055782,0.785798598904138,536,387,2.083973237049945,2.078588293284958
197,1,1,CADC0872,1,359,360,-0.7372667083333327,411.83711392507024,20.293770323059,-0.5857540253033919,-0.8021793183165031,2,2,1,1,3,11.158628515878954,31.153748620265137,499,360,1.1471785903205298,1.143991983125195
198,1,0,CADC0872,1,513,515,8.138894506990292,694.208387931938,26.347834596640727,-0.7816365767105102,-0.5199306380923238,2,2,2,2,2,17.78686878545221,50.51940455832796,699,515,1.3532327250135243,1.3479774522950252
199,0,1,CADC0872,1,440,442,1.213794296380092,650.7066881385255,25.508953097658193,-1.1175481762292705,-0.3655591565358123,1,1,1,137,152,0.31728953379729813,0.6566294588547884,616,442,1.4788788366784669,1.472187077236483
200,0,1,CADC0872,1,425,426,7.195646134976525,274.06005932636924,16.554759416142815,-1.5082766435689812,0.10803021293694359,1,1,1,132,142,0.3095336575798809,0.7582793706191016,589,426,0.6448471984149865,0.6433334725971109
201,1,1,CADC0872,1,371,372,-5.399599475806452,55.98374411792185,7.482228552906003,-1.5106559654891054,-0.12161090510767102,1,1,1,64,81,0.3967502534542017,0.971900408956819,507,372,0.15089957983267346,0.1504939358008652
202,1,1,CADC0872,1,363,364,7.484961594780218,283.4325463513682,16.835455038440994,-1.4645320966901656,0.017552029426723608,3,2,2,3,16,2.284553376819742,4.779038674451918,493,364,0.7808059128136865,0.778660841624638
203,0,1,CADC0872,1,381,381,3.709433868766403,476.4353387261348,21.827398808060817,-1.2614454299605684,-0.19528586701244693,1,1,1,111,118,0.3765854672425123,0.7420733187492432,443,381,1.250486453349435,1.250486453349435
204,1,0,CADC0872,1,347,348,-3.6857819085057484,285.7401886928538,16.903851297643794,0.20926343893302635,-0.32986126493126805,2,2,2,1,2,20.540132316660944,41.48774573169175,347,348,0.8234587570399244,0.8210924962438327
205,1,1,CADC0872,1,365,366,11.993602360655737,297.65700602667124,17.252739087654206,-0.7919961590675055,-0.7471344936134108,1,1,1,105,123,0.27613039282978885,0.6482730524428124,365,366,0.8154986466484143,0.8132705082695936
206,0,0,CADC0872,1,316,317,-10.564048236277603,92.96345334476305,9.641755718994496,-1.3570052851924936,-0.06251570088262999,1,1,1,85,100,0.2819497901309936,0.6866184949478285,316,317,0.29418814349608563,0.29326010518852696
207,1,1,CADC0872,1,387,388,-1.7437637487113407,192.07660675232268,13.859170492937977,-1.2551677674172041,-0.20063316891359687,1,1,1,31,36,0.5622952658732364,1.2374812005937192,387,388,0.4963219812721516,0.49504280090804814
