mag_X,mag_Y,mag_Z,ADC1_CH1,ADC1_CH2,ADC1_CH3,ADC1_CH4,ADC1_CH5,ADC1_CH6
0.0198,0.0198,0.0381,1.46,0.21,0.14,0.85,1.2,0.28
-98.4497,48.5405,140.4974,1.29,1.5,0.17,0.27,0.18,0.21
0.0198,0.0198,0.0381,0.21,1.88,0.72,0.25,0.03,0.41
0.0198,0.0198,0.0381,0.1,0.66,1.15,0.12,1.79,0.28
-70.0038,14.0642,141.2604,0.83,0.41,0.25,0.17,1.99,0.17
-54.8486,65.4017,126.6117,0.18,0.14,0.39,1.71,1.19,0.18
0.0198,0.0198,0.0381,0.13,1.75,0.85,0.14,0.79,0.19
0.0198,0.0198,0.0381,0.18,0.09,2.29,0.09,0.12,0.17
-51.3176,45.3666,122.6444,0.13,0.08,1.46,0.76,1.54,0.21
0.0198,0.0198,0.0381,0.25,0,0,0.28,0,0.45
0.0198,0.0198,0.0381,0.08,0.4,0.08,0,0,1.85
-77.7798,32.9091,111.429,0.98,0.34,0,0,0,1.66
0.0198,0.0198,0.0381,0.94,1.64,0,0,0,0.14
-31.4809,64.4892,131.2657,0,1.79,0.83,0,0.09,0
0.0198,0.0198,0.0381,0.45,0,0,1.94,0,0.32
0.0198,0.0198,0.0381,0.34,0,0,1,0,1.7
0.0198,0.0198,0.0381,0.66,0,0,0.83,0,1.73
0.0198,0.0198,0.0381,1.37,1.15,0,0,0,0.71
0.0198,0.0198,0.0381,0,1.54,0.49,0,1.15,0
0.0198,0.0198,0.0381,0,0.93,1.84,0,0.39,0
0.0198,0.0198,0.0381,0,0,1.48,0.96,0,0.93
0.0198,0.0198,0.0381,0.39,0,0,1.84,0,0.69
0.0198,0.0198,0.0381,0.71,0,0,1.58,0,0.92
0.0198,0.0198,0.0381,1.93,0.23,0,0,0,0.84
0.0198,0.0198,0.0381,0.6,1.75,0,0,0.58,0
0.0198,0.0198,0.0381,0,1.31,0.76,0,1.33,0
0.0198,0.0198,0.0381,0,0.17,2.2,0,0,0.36
0.0198,0.0198,0.0381,1.19,0,0,1.67,0.25,0
0.0198,0.0198,0.0381,1.92,0.18,0,0,0.72,0
0.0198,0.0198,0.0381,1.35,1.37,0,0,0.26,0.01
0.0198,0.0198,0.0381,0,0,0,0,0,0
0.0198,0.0198,0.0381,0,0,0,0,0,0
0.0198,0.0198,0.0381,0,0,0,0,0,0
0.0198,0.0198,0.0381,0,0,0,0,0,0
0.0198,0.0198,0.0381,0,0,0,0,0,0
0.0198,0.0198,0.0381,0,0,0,0,0,0
0.0198,0.0198,0.0381,0,0,0,0,0,0
0.0198,0.0198,0.0381,0,0,0,0,0,0
0.0198,0.0198,0.0381,0,0,0,0,0,0
0.0198,0.0198,0.0381,0,0,0,0,0,0
0.0198,0.0198,0.0381,0,0,0,0,0,0
0.0198,0.0198,0.0381,0,0.08,0.01,0,0,0.13
0.0198,0.0198,0.0381,0,0,0.85,1.73,0.57,0
0.0198,0.0198,0.0381,0,1.8,0.79,0,0,0.18
0.0198,0.0198,0.0381,0,0.65,2.07,0,0.01,0.06
0.0198,0.0198,0.0381,0,0,1.62,1.18,0,0.32
0.0198,0.0198,0.0381,0.19,0,0,2.03,0.27,0
-95.9106,18.7854,131.2657,0,0,0,0,0,0
-89.1264,82.0249,127.8325,0,0,0,0,0,0
-54.2931,85.5558,128.0613,0,0,0,0,0,0
-106.186,34.4167,134.2412,0,0,0,0,0,0
-69.5674,65.6397,112.2683,0,0,0,0,0,0
-27.3548,21.9989,124.5518,0,0,0,0,0,0
-62.7832,15.9289,113.9467,0,0,0,0,0,0
-76.669,83.3738,126.154,0,0,0,0,0,0
-38.9792,76.669,129.5872,0,0,0,0,0,0
-108.249,52.1508,135.7671,0,0,0,0,0,0
-68.1392,68.1392,114.1756,0,0,0,0,0,0
-37.5509,12.755,124.6281,0,0,0,0,0,0
-74.1299,14.5006,118.9822,0,0,0,0,0,0
0.0198,0.0198,0.0381,0,0,0,0,0,0
-28.3467,65.2827,129.9687,0,0,0,0,0,0
-68.8136,34.4167,111.0475,0,0,0,0,0,0
-68.8136,75.5184,120.2792,0,0,0,0,0,0
-50.3258,10.6126,120.2029,0,0,0,0,0,0
-85.4368,17.0001,126.7643,0,0,0,0,0,0
-60.9186,69.4881,116.5408,0,0,0,0,0,0
-22.6734,48.5405,129.7398,0,0,0,0,0,0
-58.4588,32.5917,111.8105,0,0,0,0,0,0
-63.418,82.1836,127.6799,0,0,0,0,0,0
-58.4588,24.062,116.846,0,0,0,0,0,0
-73.3364,60.2045,116.3119,0,0,0,0,0,0
-27.95,37.5509,127.7562,0,0,0,0,0,0
-52.0714,17.6745,118.9059,0,0,0,0,0,0
-54.1741,84.6036,136.4538,0,0,0,0,0,0
0.0198,0.0198,0.0381,0,0,0,0,0,0
0.0198,0.0198,0.0381,0,0,0,0,0,0
0.0198,0.0198,0.0381,0.06,0,0,0.06,0,0.09
0.0198,0.0198,0.0381,0.75,0,0,1.81,0,0.39
0.0198,0.0198,0.0381,0.16,0,0,0.4,0,1.98
0.0198,0.0198,0.0381,0.36,0,0,0.44,0,1.95
0.0198,0.0198,0.0381,0.61,0,0,1.86,0,0.48
-99.8779,64.8463,141.7182,1.75,0,0,0.63,0.7,0
0.0198,0.0198,0.0381,1.88,0.8,0,0,0.06,0
0.0198,0.0198,0.0381,0.09,1.9,0,0,0,0.45
0.0198,0.0198,0.0381,0,1.01,1.79,0,0,0.31
0.0198,0.0198,0.0381,0,0,1.51,0.23,0,1.37
0.0198,0.0198,0.0381,0,0.13,0.85,0,0,1.81
0.0198,0.0198,0.0381,0,0,0.38,1.31,0,1.37
0.0198,0.0198,0.0381,1.15,0,0,1.51,0.63,0
0.0198,0.0198,0.0381,1.4,0.19,0,0,1.37,0
0.0198,0.0198,0.0381,1.36,1.4,0,0,0,0.18
0.0198,0.0198,0.0381,0,1.13,0.87,0,0,1.36
0.0198,0.0198,0.0381,0,0,1.59,0.01,0,1.31
0.0198,0.0198,0.0381,0,0.18,1.97,0,0,0.91
0.0198,0.0198,0.0381,0,0,1.7,1.07,0,0.54
0.0198,0.0198,0.0381,0.28,0,0,2.1,0.08,0.1
0.0198,0.0198,0.0381,1.18,0,0,1.02,1.28,0
0.0198,0.0198,0.0381,1.75,0.6,0,0,0.85,0
0.0198,0.0198,0.0381,0,0.75,1.67,0.01,0,1.07
0.0198,0.0198,0.0381,0,0.01,2.01,0.78,0.62,0.03
0.0198,0.0198,0.0381,1.97,0.05,0.09,0.69,0.69,0.25
0.0198,0.0198,0.0381,1.32,0.01,0.01,1.5,0,0.63
0.0198,0.0198,0.0381,2.1,0,0.01,0.36,0.13,0.08
0.0198,0.0198,0.0381,1.62,1.23,0,0.04,0.09,0.1
0.0198,0.0198,0.0381,0.01,1.92,0.08,0,0.61,0.08
0.0198,0.0198,0.0381,0,1.46,1.24,0.04,0.91,0.05
0.0198,0.0198,0.0381,0.04,0,2.24,0.38,0,0.44
0.0198,0.0198,0.0381,0.1,0.06,0.61,0.94,0,1.77
0.0198,0.0198,0.0381,0.31,0.06,0.04,1.63,0,1.2
0.0198,0.0198,0.0381,1.38,0.01,0.03,1.16,0.97,0.1
0.0198,0.0198,0.0381,1.36,0.71,0,0.06,1.38,0.08
0.0198,0.0198,0.0381,1.31,1.4,0.05,0.01,0.57,0.13
0.0198,0.0198,0.0381,0,1.99,0.34,0.05,0.03,0.35
0.0198,0.0198,0.0381,0.03,1,1.93,0.1,0,0.4
0.0198,0.0198,0.0381,0.08,0.06,2.08,0.3,0,0.85
0.0198,0.0198,0.0381,1.5,0.39,0.03,0.03,1.38,0.13
-91.6258,43.8987,119.6689,0.1,1.13,1.7,0.35,0.88,0.27
0.0198,0.0198,0.0381,0.28,0.19,1.92,1.15,0.01,0.38
0.0198,0.0198,0.0381,0.14,0.31,0.18,2.08,0,0.52
0.0198,0.0198,0.0381,0.32,0.56,0.35,0.14,2.12,0.25
0.0198,0.0198,0.0381,0.44,0.53,0.05,0.05,2.1,0.3
0.0198,0.0198,0.0381,1.13,1.6,0.28,0.16,0.39,0.21
0.0198,0.0198,0.0381,0.05,1.9,0.8,0.27,0.05,0.32
0.0198,0.0198,0.0381,0.18,0.08,2.16,0.13,0.78,0.28
0.0198,0.0198,0.0381,0.08,0.19,1.04,1.82,0.66,0.23
0.0198,0.0198,0.0381,0.38,0.09,0.14,1.53,1.53,0.27
0.0198,0.0198,0.0381,0.3,0.06,0.66,0.85,2.02,0.17
0.0198,0.0198,0.0381,0.31,0.21,0.17,1.02,1.97,0.16
0.0198,0.0198,0.0381,1.55,0.93,0.16,0.06,1.15,0.31
0.0198,0.0198,0.0381,0.61,1.89,0.26,0.25,0.03,0.78
0.0198,0.0198,0.0381,0.04,0.17,1.14,0.87,1.86,0.35
0.0198,0.0198,0.0381,0.44,0.06,0.44,1.18,1.9,0.31
0.0198,0.0198,0.0381,0.57,0.28,0.49,1.89,0.96,0.21
0.0198,0.0198,0.0381,1.38,0.45,0.13,1,1.38,0.39
0.0198,0.0198,0.0381,1.27,1.46,0.23,0.31,0.7,0.54
0.0198,0.0198,0.0381,0.34,1.94,0.65,0.4,0.13,0.45
0.0198,0.0198,0.0381,0.14,0.89,1.29,0.17,1.64,0.58
0.0198,0.0198,0.0381,0.4,1.23,1.48,0.13,1.19,0.47
0.0198,0.0198,0.0381,0.3,0.62,1.36,0.62,1.7,0.34
-45.0095,65.4017,130.808,0.25,0.43,1.05,0.41,1.97,0.61
0.0198,0.0198,0.0381,1.59,0.93,0.13,0.18,0,1.22
0.0198,0.0198,0.0381,0.13,1.68,0.06,0.19,0,1.18
0.0198,0.0198,0.0381,1.73,0.26,0.08,1.26,0.03,0.65
0.0198,0.0198,0.0381,2.15,0.21,0.14,0.12,0.26,0.32
0.0198,0.0198,0.0381,1.28,1.59,0.04,0.22,0.14,0.26
0.0198,0.0198,0.0381,0.13,1.94,0.53,0.1,0.57,0.34
0.0198,0.0198,0.0381,0,1.33,0.92,0.17,1.44,0.19
0.0198,0.0198,0.0381,0.08,0.54,1.71,0.3,1.35,0.18
-58.9349,67.3854,117.9904,0.26,0.1,1.32,1.6,0,0.25
0.0198,0.0198,0.0381,0.54,0.27,0.06,1.67,0.04,1.15
0.0198,0.0198,0.0381,1.72,0.17,0.14,1.19,0.23,0.27
-90.1976,76.8673,134.5464,1.27,0.92,0.03,0.16,1.44,0.26
0.0198,0.0198,0.0381,0.23,1.49,0.04,0.08,1.41,0.26
0.0198,0.0198,0.0381,0.03,1.84,0.22,0.14,0.85,0.21
0.0198,0.0198,0.0381,0.04,1.58,1.29,0.26,0.28,0.12
0.0198,0.0198,0.0381,0.18,0.01,2.29,0.34,0.32,0.19
0.0198,0.0198,0.0381,0.14,0.18,1.1,1.76,0,0.45
-50.8812,20.3326,123.9414,0.7,0.17,0.14,2.02,0,0.34
0.0198,0.0198,0.0381,1.16,0.08,0.04,0.56,1.81,0.22
0.0198,0.0198,0.0381,0.27,0.3,0.09,0.04,2.17,0.17
-51.635,49.8497,117.9141,0.93,1.18,0.13,0.05,1.54,0.22
0.0198,0.0198,0.0381,0.01,1.95,0.3,0.18,0.04,0.53
0.0198,0.0198,0.0381,0.12,1.04,1.85,0.22,0.04,0.49
0.0198,0.0198,0.0381,0.12,0.1,1.98,0.88,0.65,0.25
-50.5638,13.3104,129.5109,0.19,0.12,0.21,1.99,0.75,0.21
0.0198,0.0198,0.0381,0.82,0.06,0.08,1.26,1.59,0.25
0.0198,0.0198,0.0381,0.4,0.16,0.01,1.1,1.82,0.16
0.0198,0.0198,0.0381,1.23,0.25,0.09,0.47,1.77,0.18
0.0198,0.0198,0.0381,1.02,1.68,0.19,0.13,0.28,0.27
0.0198,0.0198,0.0381,0.03,0.09,0.6,1.04,1.92,0.26
-56.9512,56.9512,118.677,0.22,0.13,0.75,1.58,1.2,0.26
0.0198,0.0198,0.0381,1.28,0.23,0.18,1.62,0.18,0.19
0.0198,0.0198,0.0381,1.79,0.26,0.21,0.09,0.96,0.26
0.0198,0.0198,0.0381,0.19,0.92,0.44,0.09,1.94,0.26
0.0198,0.0198,0.0381,0.16,0.17,1.07,0.25,1.9,0.23
0.0198,0.0198,0.0381,0.04,1.02,0.47,0.14,1.85,0.25
-99.1638,53.817,135.3094,0.12,1.49,1.38,0.26,0.41,0.12
-80.914,72.8206,128.4428,0.22,0.03,2.06,0.32,0.87,0.16
0.0198,0.0198,0.0381,0.3,0.16,0.09,1.67,1.22,0.21
-70.3609,15.1354,133.5546,1.8,0.09,0.21,0.79,0.75,0.16
-81.2711,52.7459,123.331,1.13,0.58,0.1,0.1,1.79,0.22
0.0198,0.0198,0.0381,0.1,0.16,0.35,0.7,2.1,0.17
-79.9222,49.2943,123.9414,0.06,1.54,0.63,0.17,1.26,0.16
-85.4765,78.0972,138.3612,0.17,0.76,2.07,0.16,0.06,0.22
0.0198,0.0198,0.0381,0.79,0.06,0.1,0.93,1.84,0.19
-72.1462,62.9816,124.7044,0.36,0.26,0.05,0.05,2.19,0.18
0.0198,0.0198,0.0381,1.15,0.16,0.14,0.91,1.51,0.12
-79.9222,61.236,125.6199,0.08,1.44,1.13,0.16,1.04,0.14
0.0198,0.0198,0.0381,0.17,0.19,2.29,0.13,0.04,0.12
0.0198,0.0198,0.0381,0.17,0.08,1.38,1.24,1.02,0.14
0.0198,0.0198,0.0381,0.34,0.21,0.05,0.12,2.19,0.17
0.0198,0.0198,0.0381,0.23,0.16,0.08,0.27,2.2,0.17
-48.8975,24.9744,132.7916,1.85,0.14,0.22,0.06,0.92,0.08
-73.2174,20.0153,134.4701,1.36,1.26,0.25,0.13,0.69,0.06
0.0198,0.0198,0.0381,0.25,0.17,2.04,0.88,0,0.57
0.0198,0.0198,0.0381,0.17,0.25,0.75,1.98,0,0.58
0.0198,0.0198,0.0381,1.06,0.6,0.08,0.05,1.9,0.32
0.0198,0.0198,0.0381,1.29,1.54,0.38,0.13,0.3,0.27
0.0198,0.0198,0.0381,0.03,1.93,0.65,0.32,0.09,0.56
0.0198,0.0198,0.0381,0.19,0.83,2.08,0.27,0.38,0.34
0.0198,0.0198,0.0381,0.17,0.23,1.7,1.32,0.52,0.36
0.0198,0.0198,0.0381,0.14,0.17,0.23,1.86,1.05,0.39
0.0198,0.0198,0.0381,1.49,0.36,0.21,0.04,1.42,0.31
0.0198,0.0198,0.0381,1.13,1.59,0.31,0.23,0.04,0.65
0.0198,0.0198,0.0381,0.12,1.85,0.75,0.32,0.05,0.6
0.0198,0.0198,0.0381,0.16,0.53,1.79,0.13,1.31,0.32
-47.4296,18.23,131.0369,0.05,0.14,0.61,1.16,1.76,0.27
0.0198,0.0198,0.0381,0.13,0.06,0.45,1.06,1.94,0.31
-64.6479,77.3037,130.9606,0.31,0.14,0.78,1.58,1.2,0.21
-41.0819,64.6479,132.5628,0.84,0.28,0.06,1.66,1.06,0.18
-68.5756,39.733,119.8978,1.73,0.57,0.21,0.08,0.93,0.3
0.0198,0.0198,0.0381,0.83,1.81,0.16,0.3,0.03,0.41
0.0198,0.0198,0.0381,0.18,1.71,1.11,0.22,0.38,0.23
0.0198,0.0198,0.0381,0.05,0.41,0.83,0.12,2.03,0.3
-72.3842,14.7387,133.4783,0.17,0.23,0.21,0.17,2.16,0.25
0.0198,0.0198,0.0381,0.18,0.04,1.04,0.7,1.81,0.25
0.0198,0.0198,0.0381,0.18,0.21,0.01,2.07,0.38,0.14
0.0198,0.0198,0.0381,1.36,0.21,0.14,1.46,0.53,0.16
0.0198,0.0198,0.0381,1.4,0.85,0.16,0.12,1.22,0.22
0.0198,0.0198,0.0381,0.16,1.88,0.26,0.18,0.7,0.17
0.0198,0.0198,0.0381,0.13,1.2,1.06,0.12,1.38,0.22
-66.8299,22.8321,127.6036,0.03,1.02,0.19,0.14,1.82,0.18
0.0198,0.0198,0.0381,0.08,1.18,0.71,0.23,1.6,0.13
0.0198,0.0198,0.0381,0.18,0.06,1.45,0.93,1.35,0.19
-77.1847,44.0177,132.0287,1.15,0.27,0.27,0.91,1.59,0.31
0.0198,0.0198,0.0381,0.4,0.28,1.85,1.13,0.14,0.27
0.0198,0.0198,0.0381,0.35,0.31,0.19,1.59,1.35,0.32
0.0198,0.0198,0.0381,1.41,0.13,0.36,0.57,1.4,0.32
-78.97,56.7926,136.8353,1.44,0.63,0.31,0.22,1.35,0.34
-51.8334,47.2313,133.5546,1.38,0.79,0.38,0.18,1.33,0.32
-69.4881,31.3619,135.5383,0.17,1.63,0.96,0.4,0.97,0.26
-70.1625,57.8241,130.9606,0.45,0.22,2.23,0.22,0.12,0.43
-46.1997,44.4541,134.4701,0.31,0.41,0.14,1.73,0.17,1
-71.9875,44.4541,133.1731,1.4,0.23,0.3,1.36,0.65,0.3
0.0198,0.0198,0.0381,0.36,0,0,1.26,0,1.36
-47.3106,45.922,112.726,0,0,1.86,0.63,0,0.85
0.0198,0.0198,0.0381,0.32,0,0,1.79,0.87,0
0.0198,0.0198,0.0381,1.66,0,0,1.01,0,0.57
0.0198,0.0198,0.0381,1.16,0.21,0,0,0,1.63
0.0198,0.0198,0.0381,1.01,0.91,0,0,0,1.46
0.0198,0.0198,0.0381,0.47,1.9,0,0,0,0.27
-40.2884,61.355,125.0095,0,1.64,1.16,0,0.17,0.01
0.0198,0.0198,0.0381,0,0.57,2.14,0,0,0.18
-93.9666,57.467,126.0777,0,0,1.99,0.89,0,0.13
0.0198,0.0198,0.0381,0.01,0,0.85,1.9,0,0.18
0.0198,0.0198,0.0381,1.97,0.21,0,0,0.47,0
-94.284,42.034,123.2547,0.32,0.76,0,0,0,1.85
0.0198,0.0198,0.0381,0,1.35,0.67,0,0,1.2
0.0198,0.0198,0.0381,0,0.84,1.99,0,0.16,0.01
0.0198,0.0198,0.0381,0,0,2.19,0.67,0.32,0.01
0.0198,0.0198,0.0381,0,0,1.27,1.6,0,0.17
0.0198,0.0198,0.0381,0.23,0,0,2.07,0,0.22
0.0198,0.0198,0.0381,1.33,0,0,1.46,0,0.4
0.0198,0.0198,0.0381,1.68,0,0,0.88,0,0.88
0.0198,0.0198,0.0381,1.88,0.18,0,0.03,0,1.01
0.0198,0.0198,0.0381,1.05,1.64,0,0,0,0.17
0.0198,0.0198,0.0381,0,1.71,0.34,0,1.04,0.01
0.0198,0.0198,0.0381,0.01,0.18,1.86,0.05,0,1.1
0.0198,0.0198,0.0381,0.04,0,1,1.04,0,1.42
0.0198,0.0198,0.0381,0.03,0,0.82,1.9,0,0.4
0.0198,0.0198,0.0381,0.49,1.94,0.08,0.01,0,0.43
0.0198,0.0198,0.0381,0.01,0.01,2.2,0.53,0.61,0.13
0.0198,0.0198,0.0381,0.04,0,1.19,0.98,1.55,0.08
0.0198,0.0198,0.0381,0.12,0.01,0.01,1.98,0.72,0.13
-41.3993,51.1986,121.4237,1.26,0.1,0.01,1.51,0,0.76
0.0198,0.0198,0.0381,1.95,0.13,0.06,0.54,0,0.89
-86.6667,37.5509,122.3392,0.04,0.7,2.12,0.17,0.48,0.13
-89.8405,69.5674,121.5,0.01,0.23,0.27,1.42,0.19,1.38
-67.068,68.1788,111.6579,0.4,0.12,0.3,1.26,0.26,1.62
-58.9349,22.3163,109.5216,0.14,0.06,0.66,1.27,0.34,1.58
-80.9537,23.4272,115.3201,0.47,0.12,0.05,1.6,0.32,1.27
-65.3223,62.8626,115.7015,1.89,0.06,0.16,0.25,0.34,1.05
-58.5779,39.4156,106.6224,0.61,1.42,0.05,0.13,0.31,1.38
-95.9106,58.5779,117.9904,0.3,0.32,0.12,0.08,0.23,2.16
-78.0972,68.1788,112.4208,0.04,0.43,0.48,0.03,0.26,2.11
-50.4448,30.8858,110.6661,0.14,0.1,2.08,0.12,0.35,0.83
-67.5044,17.0397,115.3201,0.17,0.16,1.95,1.07,0.34,0.25
-73.138,60.0061,109.6742,0.17,0.13,0.25,1.8,0.31,1.05
-43.3433,71.0353,120.3555,1.53,0.01,0.25,1.01,0.23,1.23
-55.0469,42.9465,107.9957,1.49,0.04,0.12,0.67,0.32,1.46
-45.803,37.3129,111.7342,0.3,1.98,0.06,0.14,0.35,0.57
-56.8322,17.4365,114.6334,0.23,1.51,1.46,0.08,0.31,0.35
-76.4309,59.0143,110.7424,0.05,0.43,1.45,0.04,0.28,1.66
-53.3013,78.5336,115.0912,0,0.1,0.69,0.34,0.21,2.11
-54.7295,46.5568,104.7913,0.05,0.06,1.09,1.32,0.32,1.32
-91.6655,34.8531,121.6526,0.12,0.16,0.3,2.15,0.56,0
-42.2721,44.4541,112.1157,1.94,0.16,0.08,0.23,0.26,1.11
-46.9139,21.9989,111.429,1.29,1.11,0.01,0.16,0.22,1.27
-79.6445,56.8322,109.2164,1.15,1.27,0.08,0.04,0.27,1.24
-87.1031,50.8415,114.0993,0.04,0.14,1.84,1.29,0.22,0.19
0.0198,0.0198,0.0381,0.03,0,1.49,0.26,0,1.49
0.0198,0.0198,0.0381,2.11,0.25,0.03,0,0.23,0.08
0.0198,0.0198,0.0381,1.5,1.35,0.06,0,0.08,0.1
0.0198,0.0198,0.0381,0.53,1.86,0.06,0.04,0,0.69
-72.6619,78.613,125.2384,0.08,1.66,0.78,0.05,0,0.96
0.0198,0.0198,0.0381,0.01,0,1.76,0.4,1.35,0.09
0.0198,0.0198,0.0381,0.06,0,1.24,1.24,1.24,0.1
0.0198,0.0198,0.0381,0.17,0.05,0.08,2.15,0,0.27
0.0198,0.0198,0.0381,1.36,0.13,0.04,1.35,0.01,0.91
0.0198,0.0198,0.0381,2.08,0.1,0.06,0.5,0.03,0.25
0.0198,0.0198,0.0381,1.64,1.01,0.03,0.08,0.71,0.21
0.0198,0.0198,0.0381,0.69,1.81,0.04,0.05,0.7,0.22
0.0198,0.0198,0.0381,0.01,1.94,0.39,0.06,0.58,0.19
-81.0727,27.3548,124.7044,0,1.6,1.33,0.14,0.47,0.13
0.0198,0.0198,0.0381,0.08,0.18,2.3,0.19,0.18,0.19
0.0198,0.0198,0.0381,0.16,0.09,1.79,1.09,0,0.65
0.0198,0.0198,0.0381,0.12,0.13,0.69,1.97,0,0.56
-68.8136,61.117,117.0748,0.09,1.71,1.24,0.14,0.17,0.28
0.0198,0.0198,0.0381,0.12,0.16,2.24,0.06,0.45,0.28
0.0198,0.0198,0.0381,0.1,0.08,2.02,0.78,0.8,0.3
0.0198,0.0198,0.0381,0.28,0.05,0.88,1.5,1.29,0.17
0.0198,0.0198,0.0381,0.44,1.36,0.1,0.05,1.49,0.3
0.0198,0.0198,0.0381,0.08,1.09,0.72,0.04,1.76,0.27
0.0198,0.0198,0.0381,0.06,1.37,1.35,0.18,1.04,0.27
0.0198,0.0198,0.0381,0.16,0.66,2.17,0.28,0.05,0.27
0.0198,0.0198,0.0381,0.23,0.04,2.14,0.87,0.18,0.21
-52.1904,17.3571,114.1756,0.12,0.06,2.25,0.6,0.21,0.27
-65.7191,19.5392,111.7342,0.12,1.24,1.81,0.04,0.23,0.13
-84.2466,34.0993,110.6661,0.06,0.16,2.39,0.19,0.22,0.12
-77.5021,44.3748,109.369,0.61,0.05,0.08,2.12,0.25,0.22
-53.9757,16.6827,111.2001,1.29,1.23,0,0.06,0.13,1.1
-78.5336,23.4272,111.429,0.25,1.84,0.01,0,0.04,0.93
0.0198,0.0198,0.0381,0,0,0,0,0,0
-70.0038,41.8357,126.6117,0,0,0,0,0,0
0.0198,0.0198,0.0381,0,0,0,0,0,0
0.0198,0.0198,0.0381,0,0,0,0,0,0
-66.0761,29.4972,127.7562,0,0,0,0,0,0
-71.0353,54.4915,125.0858,0,0,0,0,0,0
-87.8965,55.9197,133.0205,0,0,0,0,0,0
-59.3713,24.9348,126.5354,0,0,0,0,0,0
0.0198,0.0198,0.0381,0,0,0,0,0,0
-45.3269,59.0143,126.0014,0,0,0,0,0,0
0.0198,0.0198,0.0381,0,0,0,0,0,0
0.0198,0.0198,0.0381,0,0,0,0,0,0
-50.8812,41.0819,119.6689,0,0,0,0,0,0
0.0198,0.0198,0.0381,0,0,0,0,0,0
-74.4472,46.3584,120.5081,0,0,0,0,0,0
0.0198,0.0198,0.0381,0,0,0,0,0,0
0.0198,0.0198,0.0381,0,0,0,0,0,0
0.0198,0.0198,0.0381,0,0,0,0,0,0
0.0198,0.0198,0.0381,0,0,0,0,0,0
0.0198,0.0198,0.0381,0,0,0,0,0,0
0.0198,0.0198,0.0381,0,0,0,0,0,0
0.0198,0.0198,0.0381,0,0,0,0,0,0
0.0198,0.0198,0.0381,0,0,0,0,0,0
-59.6887,75.7961,128.3665,0,0,0,0,0,0
0.0198,0.0198,0.0381,0,0,0,0,0,0
0.0198,0.0198,0.0381,0,0,0,0,0,0
-91.2291,51.9524,127.6036,0,0,0,0,0,0
0.0198,0.0198,0.0381,0,0,0,0,0,0
0.0198,0.0198,0.0381,0,0,0,0,0,0
0.0198,0.0198,0.0381,0,0,0,0,0,0
0.0198,0.0198,0.0381,0,0,0,0,0,0
0.0198,0.0198,0.0381,0.28,0.1,1.01,1.9,0.21,0.27
0.0198,0.0198,0.0381,0.56,0.22,0.04,2.04,0.01,0.54
-78.732,52.7062,120.2792,0.09,1.38,1.57,0.28,0.48,0.3
0.0198,0.0198,0.0381,0.23,0.1,2.29,0.4,0.22,0.36
0.0198,0.0198,0.0381,0.19,0.06,0.65,1.37,1.57,0.32
0.0198,0.0198,0.0381,0,0,0,0,0,0
-66.3142,35.4482,116.2356,0,0,0,0,0,0
0.0198,0.0198,0.0381,0,0,0,0,0,0
0.0198,0.0198,0.0381,0,0,0,0,0,0
0.0198,0.0198,0.0381,0,0,0,0,0,0
0.0198,0.0198,0.0381,0,0,0,0,0,0
0.0198,0.0198,0.0381,0,0,0,0,0,0
0.0198,0.0198,0.0381,0,0,0,0,0,0
0.0198,0.0198,0.0381,0,0,0,0,0,0
0.0198,0.0198,0.0381,0,0,0,0,0,0
0.0198,0.0198,0.0381,0,0,0,0,0,0
0.0198,0.0198,0.0381,0.01,0,0,0,0,0.03
0.0198,0.0198,0.0381,0.52,0,0,0.28,0,0.45
0.0198,0.0198,0.0381,1.92,0,0,0.14,0,0.34
0.0198,0.0198,0.0381,1.53,1.02,0,0,0,0.61
0.0198,0.0198,0.0381,0,1.75,0.14,0,0,0.66
0.0198,0.0198,0.0381,0,0.43,1.5,0,0,1.24
0.0198,0.0198,0.0381,0,0.18,1.05,0,0,1.66
0.0198,0.0198,0.0381,0,0,1.13,0.94,0,1.19
0.0198,0.0198,0.0381,0,0,0.01,1.98,0.27,0
0.0198,0.0198,0.0381,0.94,0,0,1.6,0.56,0
0.0198,0.0198,0.0381,1.77,0,0,0.58,0,0.85
0.0198,0.0198,0.0381,0,1.67,0.96,0,0,0.31
0.0198,0.0198,0.0381,0,0,0,0,0,0
0.0198,0.0198,0.0381,0,0,0,0,0,0
0.0198,0.0198,0.0381,0,0,0,0,0,0
0.0198,0.0198,0.0381,0,0,0,0,0,0
-44.2557,57.586,125.3147,0,0,0,0,0,0
-82.501,69.1707,129.0532,0,0,0,0,0,0
0.0198,0.0198,0.0381,0,0,0,0,0,0
0.0198,0.0198,0.0381,0,0,0,0,0,0
0.0198,0.0198,0.0381,0,0,0,0,0,0
0.0198,0.0198,0.0381,0,0,0,0,0,0
0.0198,0.0198,0.0381,0,0,0,0,0,0
0.0198,0.0198,0.0381,0,0,0,0,0,0
-57.229,23.8636,122.034,0,0,0,0,0,0
0.0198,0.0198,0.0381,0,0,0,0,0,0
0.0198,0.0198,0.0381,0,0,0,0,0,0
0.0198,0.0198,0.0381,0,0,0,0,0,0
0.0198,0.0198,0.0381,0,0,0,0,0,0
0.0198,0.0198,0.0381,0,0,0,0,0,0
0.0198,0.0198,0.0381,0,0,0,0,0,0
0.0198,0.0198,0.0381,0,0.19,0.14,0,0,0.06
